HOSPITAL_NAME,CITY,STATE,COUNTRY
GOOD SAMARITAN MEDICAL CENTER LLC,LAFAYETTE,CO,USA
KINDRED HOSPITAL-DENVER,DENVER,CO,USA
NORTHERN COLORADO REHABILITATION HOSPITAL,JOHNSTOWN,CO,USA
SCL HEALTH COMMUNITY HOSPITAL - SOUTHWEST,LITTLETON,CO,USA
SELECT LONG TERM CARE HOSPITAL-COLORADO SPRINGS,COLORADO SPRINGS,CO,USA
SELECT SPECIALTY HOSPITAL-DENVER,DENVER,CO,USA
UC HEALTH PIKES PEAK REGIONAL HOSPITAL,WOODLAND PARK,CO,USA
UCHEALTH GRANDVIEW HOSPITAL,COLORADO SPRINGS,CO,USA
UNIVERSITY OF COLORADO HEALTH AT MEMORIAL HOSPITAL NORTH,COLORADO SPRINGS,CO,USA
CORNERSTONE SPECIALTY HOSPITALS HUNTINGTON,HUNTINGTON,WV,USA
ACUITY SPECIALTY HOSPITAL OHIO VALLEY WHEELING,WHEELING,WV,USA
WEST SPRINGS HOSPITAL,GRAND JUNCTION,CO,USA
MORGAN MEDICAL CENTER,MADISON,GA,USA
"HOSPITAL DISTRICT NO 6 OF HARPER COUNTY, KS DBA PATTERSON HEALTH CENTER",ANTHONY,KS,USA
MERCY HOSPITAL WEST,CINCINNATI,OH,USA
REHABILITATION HOSPITAL OF INDIANA INC,INDIANAPOLIS,IN,USA
DIGNITY HEALTH -ST. ROSE DOMINICAN WEST FLAMINGO CAMPUS,LAS VEGAS,NV,USA
DIGNITY HEALTH ST. ROSE DOMINICAN NORTH LAS VEGAS CAMPUS,LAS VEGAS,NV,USA
BAPTIST MEDICAL CENTER LEAKE,CARTHAGE,MS,USA
KINDRED HOSPITAL MELBOURNE,MELBOURNE,FL,USA
LIFECARE HOSPITALS OF NORTH CAROLINA,ROCKY MOUNT,NC,USA
NORTHEAST GEORGIA MEDICAL CENTER BARROW,WINDER,GA,USA
CENTRAL STATE HOSPITAL PSYCHIATRIC,MILLEDGEVILLE,GA,USA
BLACKBERRY CENTER,SAINT CLOUD,FL,USA
NMMC WOMEN'S HOSPITAL,TUPELO,MS,USA
LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,HOLLYWOOD,FL,USA
ADVENTHEALTH HENDERSONVILLE,HENDERSONVILLE,NC,USA
"RECOVERY INNOVATIONS, INC.",PEORIA,AZ,USA
ADVENTHEALTH DURAND,DURAND,WI,USA
AMERY HOSPITAL AND CLINIC,AMERY,WI,USA
NORTH STAR HOSPITAL - BRAGAW CAMPUS,ANCHORAGE,AK,USA
CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,BOURNE,MA,USA
DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,USA
FULTON STATE HOSPITAL,FULTON,MO,USA
AMERY HOSPITAL & CLINIC BEHAVIORAL HEALTH CENTER,AMERY,WI,USA
KAISER FOUNDATION HOSPITAL - SAN DIEGO - CLAIREMONT MESA,SAN DIEGO,CA,USA
UCHEALTH BROOMFIELD HOSPITAL,BROOMFIELD,CO,USA
FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,OAKLAND PARK,FL,USA
PALM POINT BEHAVIORAL HEALTH,TITUSVILLE,FL,USA
MELBOURNE REGIONAL MEDICAL CENTER,MELBOURNE,FL,USA
ASCENSION ALL SAINTS HOSPITAL,RACINE,WI,USA
ASCENSION CALUMET HOSPITAL,CHILTON,WI,USA
ASCENSION COLUMBIA ST MARYS HOSPITAL MILWAUKEE,MILWAUKEE,WI,USA
ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE,MEQUON,WI,USA
SGT. JOHN L. LEVITOW VETERAN'S HEALTH CENTER,ROCKY HILL,CT,USA
MOUNT SINAI REHABILITATION HOSPITAL,HARTFORD,CT,USA
JAMES A. HALEY VETERANS' HOSPITAL PRIMARY CARE ANNEX,TAMPA,FL,USA
VA MEDICAL CENTER - FORT WAYNE CAMPUS,FORT WAYNE,IN,USA
SOUTHERN VIRGINIA MENTAL HEALTH INSTITUTE,DANVILLE,VA,USA
COLMERY-O'NEIL VA MEDICAL CENTER,TOPEKA,KS,USA
DWIGHT D. EISENHOWER VA MEDICAL CENTER,LEAVENWORTH,KS,USA
ROBERT J. DOLE VA MEDICAL CENTER,WICHITA,KS,USA
GLANCYREHABILITATION HOSPITAL,DULUTH,GA,USA
"DEVEREUX FOUNDATION, INC.",KENNESAW,GA,USA
EMORY DUNWOODY MEDICAL CENTER,ATLANTA,GA,USA
BRADLEY CENTER OF SAINT FRANCIS,COLUMBUS,GA,USA
BAPTIST ORANGE HOSPITAL,ORANGE,TX,USA
LAKE WHITNEY MEDICAL CENTER,WHITNEY,TX,USA
LLANO SPECIALTY HOSPITAL,LUBBOCK,TX,USA
ADVANCED CARE HOSPITAL OF WHITE COUNTY,SEARCY,AR,USA
CHILDREN'S HOSPITAL COLORADO AT PARKER ADVENTIST HOSPITAL,PARKER,CO,USA
HOSP PEDIATRICO UNIVERSITARIO DR ANTONIO ORTIZ,MONACILLO URBANO,PR,PRI
CHRISTUS DUBUIS HOSPITAL OF PORT ARTHUR,PORT ARTHUR,TX,USA
KINDRED HOSPITAL NJ-WAYNE,WAYNE,NJ,USA
VICTORY MEDICAL CENTER CRAIG RANCH,MCKINNEY,TX,USA
THE SPECIALTY HOSPITAL OF MERIDIAN,MERIDIAN,MS,USA
HOSP PSIQUIATRICO DR RAMON FERNANDEZ MARINA,MONACILLO URBANO,PR,PRI
ST. LUKE'S REHABILITATION INSTITUTE,SPOKANE,WA,USA
OCEANS BEHAVIORAL HOSPITAL OF ABILENE,ABILENE,TX,USA
BROWNSVILLE DOCTORS HOSPITAL,BROWNSVILLE,TX,USA
TEXAS RURAL HOSPITALS,CLEVELAND,TX,USA
DIGNITY HEALTH REHABILITATION HOSPITAL,HENDERSON,NV,USA
LAKE TRAVIS ER LLC,AUSTIN,TX,USA
TARAVISTA BEHAVIORAL HEALTH CENTER,AYER,MA,USA
ELITE MEDICAL CENTER,LAS VEGAS,NV,USA
PRAIRIEVILLE FAMILY HOSPITAL,PRAIRIEVILLE,LA,USA
ARKANSAS CHILDREN'S NORTHWEST INC.,SPRINGDALE,AR,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PEARLAND,PEARLAND,TX,USA
BAYLOR SCOTT & WHITE SURGICAL HOSPITAL - FORT WORTH,FORT WORTH,TX,USA
COBALT REHABILITATION HOSPITAL FARGO,FARGO,ND,USA
UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,MIAMI,FL,USA
REHABILITATION INSTITUTE OF CHICAGO - DBA SHIRLEY RYAN ABILITYLAB,CHICAGO,IL,USA
WISE HEALTH SURGICAL HOSPITAL,ARGYLE,TX,USA
TANNER MEDICAL CENTER -EAST ALABAMA,WEDOWEE,AL,USA
ASCENSION SACRED HEART PENSACOLA,PENSACOLA,FL,USA
"CLEVELAND CLINIC REHABILITATION HOSPITAL, EDWIN SHAW",COPLEY,OH,USA
THE CHRIST HOSPITAL MEDICAL CENTER - LIBERTY TOWNSHIP,LIBERTY TOWNSHIP,OH,USA
HSHS ST ELIZABETH'S HOSPITAL,O'FALLON,IL,USA
CENTERPOINTE HOSPITAL OF COLUMBIA,COLUMBIA,MO,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BLUFFTON,BLUFFTON,SC,USA
TIDELANDS HEALTH REHABILITATION HOSPITAL AT LITTLE RIVER AN,LITTLE RIVER,SC,USA
COHEN CHILDREN’S MEDICAL CENTER,NEW HYDE PARK,NY,USA
NORTH MS MEDICAL CENTER - EUPORA,EUPORA,MS,USA
NORTH MS MEDICAL CENTER - IUKA,IUKA,MS,USA
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,SILVER SPRING,MD,USA
COPPER QUEEN DOUGLAS EMERGENCY DEPARTMENT,DOUGLAS,AZ,USA
WHITING FORENSIC HOSPITAL,MIDDLETOWN,CT,USA
J KENT MCNEW FAMILY MEDICAL CENTER,ANNAPOLIS,MD,USA
UNIVERSITY ORTHOPAEDIC CENTER,SALT LAKE CITY,UT,USA
ADVENTIST HEALTH TEHACHAPI VALLEY,TEHACHAPI,CA,USA
VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,RANCHO MIRAGE,CA,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,MURRIETA,CA,USA
CALIFORNIA PACIFIC MEDICAL CENTER - D/P APH,SAN FRANCISCO,CA,USA
WESTLAND HOUSE,MONTEREY,CA,USA
EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,FRESNO,CA,USA
RIVERSIDE CORRECTIONAL FACILIT,IONIA,MI,USA
PIONEER SPECIALTY HOSPITAL GARDEN CITY,GARDEN CITY,MI,USA
MARSHFIELD MEDICAL CENTER - MINOCQUA,MINOCQUA,WI,USA
NORTHEAST GEORGIA MEDICAL CENTER INC.,BRASELTON,GA,USA
HUGHES SPALDING CHILDRENS HOSP,ATLANTA,GA,USA
ASPIRUS STEVENS POINT HOSPITAL,STEVENS POINT,WI,USA
SELECT SPEC HOSPITAL - ST FRANCIS,MILWAUKEE,WI,USA
METROHEALTH CLEVELAND HEIGHTS HOSPITAL,CLEVELAND HEIGHTS,OH,USA
PICKERINGTON EMERGENCY CARE CENTER,PICKERINGTON,OH,USA
SELECT SPECIALTY HOSPITAL - CINCINNATI NORTH,CINCINNATI,OH,USA
TRIPOINT HOSPITAL @ LAKE HEALTH - CONTINUING CARE,CONCORD TWP,OH,USA
"N MARKET BEHAVIORAL HOSPITAL, LLC",CANTON,OH,USA
METROHEALTH PARMA HOSPITAL,PARMA,OH,USA
MERCY HEALTH PERRYSBURG MEDICAL CENTER,PERRYSBURG,OH,USA
"STEWARD TRUMBULL MEMORIAL HOSPITAL, INC.",WARREN,OH,USA
OHIOHEALTH GROVE CITY METHODIST HOSPITAL,GROVE CITY,OH,USA
COLUMBUS SPRINGS,COLUMBUS,OH,USA
MADISON HEALTH,LONDON,OH,USA
UNIVERSITY HOSPITALS - AMHERST HEALTH  CENTER,AMHERST,OH,USA
"NEW MANNA CLG, LLC",BEACHWOOD,OH,USA
OHIOHEALTH EMERGENCY CARE CENTER,WESTERVILLE,OH,USA
AULTMAN SPECIALTY HOSPITAL,CANTON,OH,USA
UNIVERSITY HOSPITALS ST. JOHN MEDICAL CENTER,WESTLAKE,OH,USA
"CLEVELAND CLINIC REHABILITATION HOSPITAL, BEACHWOOD",BEACHWOOD,OH,USA
GOOD SAMARITAN HOSPITAL | EVENDALE,CINCINNATI,OH,USA
UC - MEDICAL CENTER - RIDGEWAY,CINCINNATI,OH,USA
KMC-SYCAMORE HOSPITAL,MIAMISBURG,OH,USA
PAM SPECIALTY HOSPITAL OF DAYTON LLC,MIAMISBURG,OH,USA
SOUTH POINTE HOSP/CLEV CLINIC HLTH,WARRENSVILLE HEIGHTS,OH,USA
GEORGETOWN BEHAVIORAL HOSPITAL,GEORGETOWN,OH,USA
NCH BEHAVIORAL HEALTH PAVILION,COLUMBUS,OH,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CINCINNATI AT NORWOOD,CINCINNATI,OH,USA
MOUNT CARMEL HOSPITAL-GROVE CITY,GROVE CITY,OH,USA
ASSURANCE HEALTH,WILMINGTON,OH,USA
CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER GAMBLE PROGRAM FOR CLINICAL STUDIES,CINCINNATI,OH,USA
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CTR,ELYRIA,OH,USA
PROMEDICA MEMORIAL HOSPITAL,FREMONT,OH,USA
MERCY HEALTH-ST. RITA'S MEDICAL CENTER MAIN CAMPUS,LIMA,OH,USA
"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DAYTON, LLC",DAYTON,OH,USA
MIAMI VALLEY HOSPITAL NORTH,ENGLEWOOD,OH,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DAYTON,DAYTON,OH,USA
CHILDREN'S HOSP MED CTR OF AKRON,AKRON,OH,USA
MIDLANDS REGIONAL REHABILITATION HOSPITAL,ELGIN,SC,USA
THE CONNECTICUT HOSPICE INC,BRANFORD,CT,USA
VALLEY BAPTIST MICRO-HOSPITAL WESLACO,WESLACO,TX,USA
COMMUNITY STROKE AND REHABILITATION CENTER INC,CROWN POINT,IN,USA
NORTHWESTERN MEDICINE HUNTLEY HOSPITAL,HUNTLEY,IL,USA
CAROLINAS CONTINUECARE HOSPITAL AT PINEVILLE,CHARLOTTE,NC,USA
TRIANGLE SPRINGS,RALEIGH,NC,USA
MAYO CLINIC HEALTH SYS ST JAME,ST. JAMES,MN,USA
MEDICAL CITY HEART & SPINE HOSPITALS,DALLAS,TX,USA
SANFORD BEHAVIORAL HLTH CENTER,THIEF RIVER FALLS,MN,USA
ACUITY SPECIALTY HOSPITAL OF MORGANTOWN,MORGANTOWN,WV,USA
UNITY HEALTH SPECIALTY CARE CAMPUS,SEARCY,AR,USA
UNITED MEMORIAL MEDICAL CENTER - SUGAR LAND HOSPITAL,SUGAR LAND,TX,USA
TEXAS HEALTH HOSPITAL FRISCO,FRISCO,TX,USA
RIO VISTA BEHAVIORAL HEALTH,EL PASO,TX,USA
FREEDOM BEHAVIORAL HOSPITAL OF CENTRAL ARKANSAS,JACKSONVILLE,AR,USA
AURORA PLAINS ACADEMY,PLANKINTON,SD,USA
CORNERSTONE BEHAVIORAL HEALTH EL DORADO,TUCSON,AZ,USA
COMMUNITY BEHAVIORAL HLTH HOSP,BAXTER,MN,USA
DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL,CHANDLER,AZ,USA
WOODLAND SPRINGS,CONROE,TX,USA
COBALT REHABILITATION HOSPITAL EL PASO,EL PASO,TX,USA
ST MICHAELS ELITE HOSPITAL,SUGAR LAND,TX,USA
COMM BEHAVIORAL HEALTH HOSP,ALEXANDRIA,MN,USA
UNITED MEMORIAL MEDICAL CENTER - NORTH HOSPITAL,HOUSTON,TX,USA
U HEALTH METHODIST HOSPITAL,INDIANAPOLIS,IN,USA
NORTH ALABAMA MEDICAL CENTER,FLORENCE,AL,USA
CARRUS BEHAVIORAL HOSPITAL,SHERMAN,TX,USA
NEW HORIZON HOSPITAL,HOUSTON,TX,USA
THE HOSPITALS OF PROVIDENCE SPINE & PAIN MANAGEMENT CENTER,EL PASO,TX,USA
COMM BEHAV HOSP FERGUS FALLS,FERGUS FALLS,MN,USA
SANA BEHAVIORAL HOSPITAL- PRESCOTT,PRESCOTT,AZ,USA
PAM REHABILITATION HOSPITAL OF HUMBLE,HUMBLE,TX,USA
SOUTH TEXAS HEALTH SYSTEM HEART,MCALLEN,TX,USA
COBALT REHABILITATION HOUSTON HEIGHTS,HOUSTON,TX,USA
LIFECARE HOSPITALS OF NORTH TEXAS - DALLAS,DALLAS,TX,USA
DARDANELLE HOSPITAL,DARDANELLE,AR,USA
HARTFORD HOSPITAL (INSTITUTE OF LIVING),HARTFORD,CT,USA
DHEW IND HLTH SV HLTH SV & MNTH HLTH ADM,WHITERIVER,AZ,USA
BROOKWOOD BAPTIST MEDICAL CENTER,HOMEWOOD,AL,USA
NORTHSHORE UNIVERSITY HEALTHSYSTEM - DBA NORTHSHORE UNIV. HEALTHSYSTEM GLENBROOK HOSPITAL,GLENVIEW,IL,USA
COBALT REHABILITATION HOSPITAL LOUISVILLE LLC,CLARKSVILLE,IN,USA
CABOT EMERGENCY HOSPITAL,CABOT,AR,USA
HCA HOUSTON HEALTHCARE NORTH CYPRESS,CYPRESS,TX,USA
COTTONWOOD CREEK BEHAVIORAL HOSPITAL,MERIDIAN,ID,USA
MONUMENT HEALTH STURGIS HOSPITAL,STURGIS,SD,USA
FOSTER G. MCGAW HOSPITAL LOYOLA UNIVERSITY MEDICAL CENTER,MAYWOOD,IL,USA
MAINE MEDICAL CENTER -TRANSPLANT CENTER,PORTLAND,ME,USA
LUMBERTON HOSPITAL LLC,LUMBERTON,TX,USA
BRUSHY CREEK FAMILY HOSPITAL LLC,ROUND ROCK,TX,USA
CHILD & ADOLESCENT BEHAV HLTH,WILLMAR,MN,USA
IDAHO FALLS COMMUNITY HOSPITAL,IDAHO FALLS,ID,USA
KINGWOOD EMERGENCY HOSPITAL,KINGWOOD,TX,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KATY,KATY,TX,USA
EVEREST REHABILITATION HOSPITAL TEMPLE,TEMPLE,TX,USA
JAVON BEA HOSPITAL - DBA MERCYHEALTH HOSPITAL-ROCKTON AVENUE,ROCKFORD,IL,USA
BLACK HILLS CHILDREN`S HOME,RAPID CITY,SD,USA
STAT SPECIALTY HOSPITAL OF LAREDO,LAREDO,TX,USA
COMM BEHAV HLTH HOSP ROCHESTER,ROCHESTER,MN,USA
CANYON HILLS CENTER,SPEARFISH,SD,USA
"THE WILMINGTON TREATMENT CENTER, LLC",WILMINGTON,NC,USA
TRANSYLVANIA REGIONAL HOSPITAL,BREVARD,NC,USA
PERIMETER BEHAVIORAL HOSPITAL OF DALLAS,GARLAND,TX,USA
PAM SPECIALTY HOSPITAL OF VICTORIA SOUTHEAST,VICTORIA,TX,USA
UF HEALTH REHAB HOSPITAL,GAINESVILLE,FL,USA
THOMASVILLE REGIONAL MEDICAL CENTER,THOMASVILLE,AL,USA
SOUTH TEXAS HEALTH SYSTEM MCALLEN,MCALLEN,TX,USA
HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,DELTONA,FL,USA
ANOKA METRO REG TREATMENT CTR,ANOKA,MN,USA
AVERA GRANITE FALLS,GRANITE FALLS,MN,USA
PAM REHABILITATION HOSPITAL OF CORPUS CHRISTI,CORPUS CHRISTI,TX,USA
PAM REHABILITATION HOSPITAL OF ROUND ROCK,ROUND ROCK,TX,USA
COMM BEHAVORIAL HLTH HOSPITAL,ANNANDALE,MN,USA
OCEANS BEHAVIORAL HOSPITAL OF PASADENA,PASADENA,TX,USA
PAM REHABILITATION HOSPITAL OF RICHARDSON,RICHARDSON,TX,USA
"VERITAS COLLABORATIVE, LLC",DURHAM,NC,USA
RIVER OAKS HOSPITALS & CLINICS,HOUSTON,TX,USA
SANTA CRUZ VALLEY REGIONAL HOSPITAL,GREEN VALLEY,AZ,USA
ESSENTIA HEALTH MOOSE LAKE,MOOSE LAKE,MN,USA
TUCSON ER & HOSPITAL,TUCSON,AZ,USA
TEXARKANA EMERGENCY CENTER & HOSPITAL,TEXARKANA,TX,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SIOUX FALLS,SIOUX FALLS,SD,USA
THE COLONY ER HOSPITAL,THE COLONY,TX,USA
REHABILITATION HOSPITAL OF NORTHERN INDIANA,MISHAWAKA,IN,USA
CHARLESTON AREA MEDICAL CENTER - TRANSPLANT,CHARLESTON,WV,USA
EATING RECOVERY CENTER - LEGACY,PLANO,TX,USA
FELLOWSHIP HALL,GREENSBORO,NC,USA
BAYLOR SCOTT & WHITE MEDICAL CENTER - AUSTIN,AUSTIN,TX,USA
BAYLOR SCOTT & WHITE THE HEART HOSPITAL - MCKINNEY,MCKINNEY,TX,USA
BAYLOR SCOTT & WHITE MEDICAL CENTER - BUDA,BUDA,TX,USA
PAM SPECIALTY HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,USA
NEURODIAGNOSTIC INSTITUTE,INDIANAPOLIS,IN,USA
CARONDELET MARANA HOSPITAL,TUCSON,AZ,USA
ABRAZO MESA HOSPITAL,MESA,AZ,USA
OCEANS BEHAVIORAL HOSPITAL OF WACO,WACO,TX,USA
PERIMETER BEHAVIORAL HOSPITAL OF WEST MEMPHIS,WEST MEMPHIS,AR,USA
SUMMIT OAKS CENTER,SIOUX FALLS,SD,USA
ASCENSION SETON BASTROP,BASTROP,TX,USA
PAM REHABILITATION HOSPITAL OF CLEAR LAKE - NORTH CAMPUS,WEBSTER,TX,USA
INSPIRA MEDICAL CENTER MULLICA HILL,MULLICA HILL,NJ,USA
UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,LEESBURG,FL,USA
SAINT ALPHONSUS REGIONAL REHABILITATION HOSPITAL,BOISE,ID,USA
COMM BEHAV HLTH HOSP BEMIDJI,BEMIDJI,MN,USA
SIOUX FALLS CHILDREN`S HOME - RESIDENTIAL,SIOUX FALLS,SD,USA
BAPTIST EMERGENCY HOSPITAL (KELLY),SAN ANTONIO,TX,USA
JAVON BEA HOSPITAL - RIVERSIDE,ROCKFORD,IL,USA
CCM HEALTH,MONTEVIDEO,MN,USA
TALAS HARBOR AT BULLHEAD CITY,BULLHEAD CITY,AZ,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY COUNTY,PELHAM,AL,USA
SOUTHEAST REHABILITATION HOSPITAL,LAKE VILLAGE,AR,USA
ABBOTT HOUSE INC.,MITCHELL,SD,USA
ENCOMPASS HEALTH DEACONESS REHABILITATION HOSPITAL,NEWBURGH,IN,USA
PRAIRIECARE,BROOKLYN PARK,MN,USA
ST LUKE'S NAMPA MEDICAL CENTER,NAMPA,ID,USA
FORT APACHE PHS INDIAN HOSPITAL,WHITERIVER,AZ,USA
US AIR FORCE HOSPITAL-CHANDLER,CHANDLER,AZ,USA
CHILDREN'S HOSPITAL OF COLORADO - COLORADO SPRINGS,COLORADO SPRINGS,CO,USA
DAVID GRANT USAF MEDICAL CENTER,FAIRFIELD,CA,USA
GILA RIVER HOSPITAL,CHANDLER,AZ,USA
GRAND JUNCTION VA MEDICAL CENTER,GRAND JUNCTION,CO,USA
OCHSNER MEDICAL COMPLEX IBERVILLE,PLAQUEMINE,LA,USA
PAM REHAB HOSPITAL OF DOVER,DOVER,DE,USA
SUN BEHAVIORAL DELAWARE LLC,GEORGETOWN,DE,USA
TEXAS HEALTH NEIGHBORHOOD CARE & WELLNESS WILLOW PARK,WILLOW PARK,TX,USA
WOODWARD STATE HOSPITAL & SCHOOL,WOODWARD,IA,USA
STRATEGIC BEHAVIORAL CENTER - GARNER,GARNER,NC,USA
PAUL B. HALL REGIONAL MEDICAL CENTER,PAINTSVILLE,KY,USA
MARSHFIELD MEDICAL CENTER-EAU CLAIRE,EAU CLAIRE,WI,USA
COBALT REHAB HOSP WESTMINSTER,WESTMINSTER,CO,USA
AMERICAN HEALTHCARE SYSTEMS,ASHEBORO,NC,USA
DESERT WINDS HOSPITAL,LAS VEGAS,NV,USA
MIRAMONT BEHAVIORAL HEALTH,MIDDLETON,WI,USA
ST. CHARLES HOSPITAL,OREGON,OH,USA
MERCY ST. ANNE HOSPITAL,TOLEDO,OH,USA
REHABILITATION HOSPITAL OF HENRY,MCDONOUGH,GA,USA
PHS HOSPITAL - EAGLE BUTTE,EAGLE BUTTE,SD,USA
JACKSONVILLE MEMORIAL HOSPITAL,JACKSONVILLE,IL,USA
REUNION REHABILITATION HOSPITAL PHOE,PHOENIX,AZ,USA
ENCOMPASS HEALTH REHABILITATION HOSP,SAN JUAN,PR,USA
MESCALERO INDIAN HOSPITAL,MESCALERO,NM,USA
ACOMA CANONCITO LAGUNA HOSPITAL,SAN FIDEL,NM,USA
SHREVEPORT REHABILITATION HOSPITAL,SHREVEPORT,LA,USA
YUMA REHABILITATION HOSPITAL  AN AFF,YUMA,AZ,USA
THE CHILDRENS CENTER  INC,BETHANY,OK,USA
UVA HEALTH PRINCE WILLIAM MEDICAL,MANASSAS,VA,USA
UVA HEALTH HAYMARKET MEDICAL CENTER,HAYMARKET,VA,USA
PIEDMONT CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,USA
HEALTHEAST ST JOSEPHS HOSPITAL,ST PAUL,MN,USA
TALAS HARBOR AT BUCKEYE LLC,PHOENIX,AZ,USA
PAINTSVILLE ARH HOSPITAL,PAINTSVILLE,KY,USA
MYMICHIGAN MEDICAL CENTER SAULT,SAULT STE. MARIE,MI,USA
HAMPDEN MEDICAL CENTER,ENOLA,PA,USA
UVA HEALTH CULPEPER MEDICAL CENTER,CULPEPER,VA,USA
DAYSTAR  INC.,DAVIE,FL,USA
CENTURA ST CATHERINE - DODGE CITY,DODGE CITY,KS,USA
BLUE RIDGE HEALTHCARE HOSPITALS,MORGANTON,NC,USA
MARY S HARPER GERIATRIC PSYCH CEN,TUSCALOOSA,AL,USA
CENTURA ST. ELIZABETH HOSPITAL,FORT MORGAN,CO,USA
COMMUNITY HOSPITAL LONG BEACH,LONG BEACH,CA,USA
HAMPSTEAD HOSPITAL AND RESIDENTIAL T,HAMPSTEAD,NH,USA
PERHAM MEMORIAL HOSPITAL AND HOME,PERHAM,MN,USA
HIGHLAND-CLARKSBURG HOSPITAL,CLARKSBURG,WV,USA
TIDELANDS HEALTH REHABILITATION HOSP,MURRELLS INLET,SC,USA
USA CHILDRENS AND WOMENS HOSPITAL,MOBILE,AL,USA
JEFF ANDERSON REGIONAL MEDICAL CENTE,MERIDIAN,MS,USA
BLADEN COUNTY HOSPITAL,ELIZABETHTOWN,NC,USA
MERCY HOSPITAL  INC.,MOUNDRIDGE,KS,USA
GEORGE COUNTY HOSPITAL,LUCEDALE,MS,USA
STORMONT-VAIL REGIONAL HEALTH CENTER,TOPEKA,KS,USA
TJ HEALTH COLUMBIA,COLUMBIA,KY,USA
LANDMARK REHABILITATION HOSPITAL OF,COLUMBIA,MO,USA
ST. LUKES HOSPITAL,MAUMEE,OH,USA
PH N GREENVILLE LT ACUTE CARE HOSP,TRAVELERS REST,SC,USA
ORLANDO HEALTH-HEALTH CENTRAL HOSPIT,OCOEE,FL,USA
ST. CLOUD REGIONAL MEDICAL CENTER,ST. CLOUD,FL,USA
VIERA HOSPITAL INC,VIERA,FL,USA
MEDICAL CENTER OF DELTONA,DELTONA,FL,USA
SARASOTA MEMORIAL HOSPITAL VENICE,NORTH VENICE,FL,USA
WALTER KNOX MEMORIAL HOSPITAL,EMMETT,ID,USA
OSF SAINT CLARE MEDICAL CENTER,PRINCETON,IL,USA
SOUTH CENTRAL REGIONAL MEDICAL CENTR,LAUREL,MS,USA
PH BAPTIST EASLEY HOSPITAL,EASLEY,SC,USA
CONTINUECARE HOSP AT PALMETTO HEALTH,COLUMBIA,SC,USA
POST ACUTE MEDICAL OF NEW BRAUNFELS,NEW BRANFELS,TX,USA
SHELTERING ARMS INSTITUTE,RICHMOND,VA,USA
GUAM MEMORIAL HOSPITAL,OKA  TAMUNING,GU,USA
MEMORIAL HERMANN REHAB HOSP KATY,KATY,TX,USA
JACKSON MEMORIAL,MIAMI,FL,USA
FIRSTHEALTH MONTGOMERY MEMORIAL CAH,TROY,NC,USA
BERTIE MEMORIAL HOSPITAL,WINDSOR,NC,USA
CHOWAN HOSPITAL INC.,EDENTON,NC,USA
WHITTIER HOSPITAL-WESTBOROUGH,WESTBOROUGH,MA,USA
MADISON HEALTHCARE SERVICES,MADISON,MN,USA
EXETER HOSPITAL  INC.,EXETER,NH,USA
CITY OF HOPE NATIONAL MEDICAL CTR,DUARTE,CA,USA
THE STAMFORD HOSPITAL,STAMFORD  CT 06904,CT,USA
NOT-FOR-PROFIT HOSPITAL CORPORATION,WASHINGTON,DC,USA
NORTHERN IDAHO ADVANCED CARE HOSPITA,POST FALLS,ID,USA
MENDOTA COMMUNITY HOSPITAL,MENDOTA,IL,USA
RICHLAND PARISH HOSPITAL SERVICE DIS,RAYVILLE,LA,USA
BATON ROUGE REHAB HOSPITAL,BATON ROUGE,LA,USA
BIDMC-MILTON HOSPITAL  INC,MILTON,MA,USA
NATCHEZ REGIONAL MEDICAL CENTER,NATCHEZ,MS,USA
TX HLTH HARRIS METHODIST AZLE,AZLE,TX,USA
MCCAMEY COUNTY HOSPITAL DISTRICT,MCCAMEY,TX,USA
ADVENTHEALTH ROLLINS BROOK,LAMPASAS,TX,USA
